Client_id,company_name,adress,country,segment
854,Speed Cars,9802 Paula Rapids,Saint Barthélemy,big
855,Global Vehicles,4496 Chris Brooks,Nigeria,medium
856,Nova Machines,88058 Samantha Islands Apt. 981,Nepal,medium
857,Global Holdings,7899 Elliott Mountain Apt. 918,French Southern Territories,big
858,Elite Trucks,006 Conrad Neck,Netherlands,medium
859,Turbo Designs,50693 Richards Course,Malawi,medium
860,NextGen Holdings,9624 Heather Burgs,Brunei Darussalam,big
861,Hyper Enterprises,8350 Raymond Motorway,Australia,medium
862,Future Performance,64043 Oscar Shore Apt. 538,Afghanistan,medium
863,Infinity Machines,6603 Nathan Estates,Greece,big
864,Speed Automotive,818 Penny Pike Suite 702,Djibouti,medium
865,Infinity Motors,3726 Villanueva Circle,Morocco,medium
866,Power Vehicles,37126 Jeffrey Lodge Suite 448,Saint Martin (French part),big
867,Rapid Transport,76632 Zhang Club,Anguilla,big
868,Nova Solutions,3512 William Center,Lebanon,small
869,Nova Automotive,19691 Rose Plaza Apt. 911,Germany,small
870,Zenith Solutions,69990 Stewart Squares,Cyprus,big
871,Ultra Motors,078 Watson Station Apt. 404,Curaçao,medium
872,Dynamic Vehicles,24381 Danielle Fort Suite 610,Greenland,small
873,Power Machines,12688 Scott Unions,Somalia,small
874,Fusion Mechanics,31429 Roger Wall Suite 884,"Congo, The Democratic Republic of the",big
875,Pro Technologies,4856 Julie Village Apt. 712,Myanmar,small
876,Pinnacle Cars,1646 Kyle Passage Suite 908,Eswatini,small
877,Elite Works,273 Schultz Canyon Apt. 494,El Salvador,big
878,Power Engineering,972 Miller Centers,Mongolia,medium
879,Nova Industries,65501 Debra Lakes,United States Minor Outlying Islands,small
880,Titan Corp,0519 Pearson Ranch Suite 271,Bahrain,big
881,Nova Tech,76784 Mullen Manors Suite 076,Jamaica,small
882,Power Cars,453 James Street,Ireland,small
883,Speed Trucks,75457 Aaron Burgs Suite 469,"Korea, Democratic People's Republic of",big
884,Auto Cars,3919 Debra Radial,Luxembourg,big
885,Rapid Enterprises,4562 Bennett Prairie,Anguilla,small
886,Turbo Transport,865 Cook Court,Libya,small
887,Infinity Systems,3317 Adam Road,Canada,small
888,Speed Engineering,0432 Amanda Islands,"Tanzania, United Republic of",small
889,Auto Industries,199 Johnson Wall Suite 116,Luxembourg,big
890,Zenith Motors,9549 John Groves Apt. 808,Egypt,small
891,Ultra Solutions,080 Charles Rue Suite 778,French Southern Territories,small
892,Velocity Motors,2872 Owens Circles,Cocos (Keeling) Islands,small
893,Dynamic Vehicles,76910 Oneill Prairie Apt. 192,Kuwait,medium
894,Prime Fleet,90106 Cooper Landing Suite 791,South Africa,medium
895,Power Innovations,12707 Fernandez Ranch,Dominica,small
896,Apex Works,261 William Forks,Mayotte,small
897,Elite Cars,011 Kayla Ridge,Suriname,big
898,Speed Developments,51525 Brianna Causeway Suite 192,Ukraine,big
899,Advanced Technologies,2827 Taylor Cape Apt. 455,Estonia,small
900,Velocity Corp,9645 Jessica Mountains,Cyprus,medium
901,Quantum Cars,43074 Smith Land Apt. 983,Thailand,medium
902,Prime Solutions,61241 Jackson Walks Apt. 976,Mozambique,medium
903,Apex Manufacturing,3811 Flores Parks Suite 656,Slovakia,medium
904,Turbo Works,3014 Mills Island Suite 571,Saint Lucia,big
905,Titan Vehicles,91630 Hall Courts,Qatar,medium
906,Velocity Tech,4103 Esparza Brooks Apt. 894,Réunion,big
907,Power Designs,33411 Steven Brooks,Slovenia,medium
908,Evo Innovations,56657 Christina Rest Apt. 363,Norway,big
909,Turbo Manufacturing,8194 Gregory Squares,Australia,medium
910,Iron Performance,3160 Lisa Isle,Belgium,small
911,Infinity Solutions,229 John Square Apt. 403,Saint Barthélemy,big
912,Global Dynamics,9651 Carlson Ville,Turks and Caicos Islands,medium
913,Hyper Mechanics,679 Stacie Ville,Costa Rica,medium
914,Prime Dynamics,76436 Jackson Courts,Uzbekistan,big
915,Velocity Dynamics,042 Paul Fort Apt. 623,Estonia,big
916,Ultra Tech,5991 Kathleen Valleys,Sint Maarten (Dutch part),small
917,Ultra Mechanics,64458 Jamie Street Apt. 503,Suriname,medium
918,Iron Designs,91819 Johnson Burgs Suite 615,Nigeria,big
919,Precision Automotive,720 Jacob Dam,Mexico,big
920,Auto Transport,732 Woods Groves Suite 618,France,medium
921,Auto Manufacturing,9112 Clarke Mills Apt. 373,Djibouti,medium
922,Auto Automotive,46488 Jonathan Neck,Namibia,big
923,Turbo Designs,730 Jones Orchard,Iceland,medium
924,Pro Transport,70073 Megan Plains Apt. 603,Myanmar,small
925,Hyper Innovations,88865 Kline Corner Apt. 731,British Indian Ocean Territory,medium
926,NextGen Performance,724 Brenda Squares,Armenia,big
927,Mega Manufacturing,504 Robin Radial,Uzbekistan,small
928,Evo Tech,568 Andrews Prairie,Côte d'Ivoire,big
929,Precision Dynamics,17530 Mary Lane Apt. 956,Andorra,medium
930,Velocity Cars,4671 Winters Stream Suite 332,Cabo Verde,small
931,Zenith Technologies,575 Meadows Hills,Antarctica,small
932,Mega Automotive,5593 Smith Dale,United States Minor Outlying Islands,medium
933,Infinity Manufacturing,56231 Johnston Green,Chad,big
934,Fusion Solutions,60921 Taylor Forks Apt. 755,Honduras,big
935,Evo Innovations,559 Carlos Inlet Apt. 035,Cayman Islands,medium
936,Quantum Solutions,722 Julie Pass Apt. 266,Zimbabwe,big
937,Advanced Vehicles,79461 James Point Suite 692,Western Sahara,small
938,Pro Corp,9686 Logan Junction Apt. 604,Sint Maarten (Dutch part),medium
939,Ultra Mechanics,632 Kara Terrace Suite 249,Jersey,small
940,Global Systems,344 Samantha Parkway Suite 309,Gibraltar,big
941,Prime Engineering,9784 Vaughan Knoll Apt. 025,Afghanistan,big
942,Nova Cars,134 Larson Camp,Isle of Man,small
943,Hyper Works,51743 Ford Park Apt. 451,Viet Nam,medium
944,Quantum Designs,9493 Tara Circles Apt. 540,Bosnia and Herzegovina,medium
945,Ultra Vehicles,6658 Troy Dam,Congo,big
946,Speed Solutions,894 Jill Islands,Denmark,big
947,Infinity Engineering,68186 Jon Dale Apt. 213,Kenya,big
948,Ultra Industries,0816 Austin Turnpike Suite 116,Lebanon,small
949,Apex Fleet,207 Ivan Meadow,Sao Tome and Principe,big
950,Auto Engineering,9667 Derrick Cliff Apt. 774,South Georgia and the South Sandwich Islands,big
951,Ultra Machines,958 Laura Extension Suite 061,Israel,big
952,Iron Trucks,07785 Gordon Prairie,Bahamas,small
953,Revolution Manufacturing,4308 Davis Estates Suite 529,Marshall Islands,medium
954,Power Corp,1272 Sara Meadow Suite 708,Argentina,small
955,Velocity Automotive,608 Wang Port Suite 909,Rwanda,medium
956,NextGen Manufacturing,2477 Evans Park,Italy,medium
957,Global Fleet,21036 James Station,Saint Barthélemy,medium
958,Mega Works,83488 Christina Lodge,Switzerland,medium
959,Auto Industries,119 Perkins Union,Guadeloupe,small
960,Pinnacle Dynamics,017 Bell Loop Apt. 038,"Congo, The Democratic Republic of the",medium
961,Revolution Systems,025 Lee Squares,United Kingdom,medium
962,Iron Trucks,2125 Rachel Union,Sweden,medium
963,Zenith Tech,91446 Edwards Landing,"Korea, Democratic People's Republic of",medium
964,Velocity Solutions,833 David Way,Romania,medium
965,Elite Motors,24903 Jennifer Light Suite 483,Djibouti,medium
966,Power Developments,23609 Davis Creek,Macao,small
967,Turbo Automotive,6311 Anderson Plaza,Qatar,small
968,NextGen Mechanics,4809 Sullivan Isle Apt. 558,Cuba,big
969,Titan Solutions,3759 Sanders Drive Suite 333,Sri Lanka,small
970,Advanced Manufacturing,06871 Combs Route Suite 933,Heard Island and McDonald Islands,medium
971,Power Mechanics,48010 Larry Station,Chad,small
972,Quantum Enterprises,3702 Montgomery Trafficway,Andorra,medium
973,Global Trucks,3085 Downs Crescent,Australia,small
974,Prime Industries,518 Porter Loaf,Morocco,big
975,Infinity Holdings,6390 Taylor Lock Suite 484,China,medium
976,Speed Motors,8190 Kennedy Forges,Vanuatu,medium
977,Super Trucks,8298 Francisco Unions,Syrian Arab Republic,big
978,Nova Manufacturing,507 Lee Club Apt. 936,Sri Lanka,small
979,Iron Fleet,0623 Laura Centers,Burkina Faso,small
980,Advanced Enterprises,87448 Wilson Prairie,Paraguay,small
981,Apex Designs,39502 Harper Stravenue,"Iran, Islamic Republic of",big
982,Infinity Autoworks,8554 Alexander Point Apt. 605,Mozambique,big
983,Hyper Industries,613 Danielle Plaza Suite 485,Heard Island and McDonald Islands,big
984,Revolution Solutions,34517 Sylvia Trail,Thailand,small
985,Turbo Mechanics,18214 Mack Fords,New Zealand,big
986,Titan Transport,1092 Alexis Ville,San Marino,medium
987,Advanced Designs,42399 Carla Islands,Trinidad and Tobago,small
988,Power Innovations,8982 Holmes Highway Apt. 671,Japan,medium
989,Rapid Innovations,2574 Bradley Loaf,Canada,medium
990,Precision Systems,3819 Michael Falls,"Virgin Islands, U.S.",medium
991,Dynamic Manufacturing,52991 Charles Rue Apt. 936,Jersey,medium
992,Mega Machines,511 Weaver Ranch,Armenia,small
993,Global Designs,637 Chad Streets Apt. 079,Guinea-Bissau,big
994,Velocity Trucks,141 Duane Field Apt. 807,Saint Pierre and Miquelon,small
995,Zenith Industries,37392 Janet Fields,Sudan,small
996,Iron Corp,13271 Stevens Way,Finland,big
997,Advanced Mechanics,24494 Boyer Drive,Oman,small
998,NextGen Machines,07272 Mark Mews,Djibouti,big
999,Future Engineering,43287 Steven Ports,Maldives,big
1000,Fusion Technologies,406 Johnson Forges Apt. 132,France,small
